Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Landschaftsbild Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/4bb855c4-5e02-461d-9d11-745d812cd3a8,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Ueberregionale Verbindung Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/ec0af3d3-21fa-48b8-867f-0d55e445cdd7,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Ueberregionale Verbindung geplant Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/5e0b32e1-123e-4de3-9b1b-2178900a9d85,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Gruenzaesur Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/7e8ba2e5-c0c6-4bc3-8919-77da89161f37,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,LGB: Geologische Uebersichtskarte 1:300.000 - Ebene: Textlabel der GÜK300,http://www.daten.rlp.de/dataset/170d765d-733a-42df-9e62-6b572996dfd6,cc-nc,"KARTENVIEWER,WMS,HTML",d
x,,,,,,,,,,,,,,,,"Demografischer Wandel - Bevölkerungsvorausberechnung, kreisfreie Stadt Trier -",http://www.daten.rlp.de/dataset/cfe18dc2-2536-44de-a65f-f38a96bc787b,dl-de-by-1.0,PDF,d
,,,,x,,,,x,,,,,,,,"Datenkompass – Soziales und Gesundheit, kreisfreie Stadt Trier –",http://www.daten.rlp.de/dataset/b5435577-7d90-4ba4-bfdc-28addb0f82d5,dl-de-by-1.0,PDF,d
,x,x,,,,,,,,,,,,,,LGB: Geologische Uebersichtskarte 1:300.000 - Ebene: LGB: Geologische Uebersichtskarte 1:300.000,http://www.daten.rlp.de/dataset/3a690254-f2d9-4234-8867-12cdbb76628b,cc-nc,"KARTENVIEWER,WMS,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Vorrang Hochwasserschutz Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/13dab1f7-3ef5-4b98-a2dc-82f339bd5d37,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,,,,,,,,,,,,,,,"Datenkompass – Erziehung und Bildung, kreisfreie Stadt Trier –",http://www.daten.rlp.de/dataset/eb83e9ce-3b1b-4b34-b73b-1924641ef980,dl-de-by-1.0,PDF,d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Regionale Verbindung Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/bdd2769a-d7bc-4e23-821b-ac4fd6641a03,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Regionalplanung Mittelrhein-Westerwald und Trier,http://www.daten.rlp.de/dataset/01f11552-3316-4050-a18c-f723c4a28a7a,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Gesamtanlagen mit Fernwirkung (Tab.2),http://www.daten.rlp.de/dataset/decc9726-a761-4b8d-91b5-d6c552b8d530,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Vorbehalt Erholung Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/1cb3e931-b804-42c2-be18-6a4d71f43710,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Vorrang Arten-Biotopschutz Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/68015041-3061-4375-9405-1fbfcbcbf441,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Flaechenerschliessende Verbindung Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/b9bf5a6b-a9be-4fec-9fa9-c2c5e93f9086,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Oberzentrum Region Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/bd75c3eb-8ea7-4396-aa64-3585a5ce1956,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,,,,,,,,,,,,x,,,"Datenkompass – Arbeitsmarkt, Erwerbstätigkeit, kreisfreie Stadt Trier –",http://www.daten.rlp.de/dataset/be0959f6-511b-4806-9706-9cca2348f05d,dl-de-by-1.0,PDF,d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Flaechenerschliessende Verbindung geplant Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/70f60051-4abc-4e23-bd6b-2070f4563210,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Vorbehalt Arten- und Biotopschutz Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/34d8ee80-e4c4-4cf1-a647-e574290fb519,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,x,,,,,,,,,,,Regionalplanung Mittelrhein-Westerwald und Trier - Ebene: Regionale verbindung geplant Mittelrhein-Westerwald,http://www.daten.rlp.de/dataset/7638efa8-e2c8-42c4-afb8-a8dc74a6a201,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
