Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,,,,x,,,,,,,Langzeitzählstelle auf der B 256 in Rheinbrücke Neuwied,http://www.daten.rlp.de/dataset/281ac4c0-71f0-4ee7-8e86-627e9b09b513,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,x,,,"Datenkompass – Arbeitsmarkt, Erwerbstätigkeit, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/f088df0a-9025-4d26-92e1-864fb783d875,dl-de-by-1.0,PDF,d
x,,,,,,,,,,,,,,,,"Demografischer Wandel - Bevölkerungsvorausberechnung, Landkreis Neuwied -",http://www.daten.rlp.de/dataset/ce38effa-76f6-46e7-8123-ae7bff899b0b,dl-de-by-1.0,,d
,,,,,,,,,,,,,x,,,"Datenkompass – Wirtschaftliche Entwicklungspotenziale, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/99b3260e-37ef-49f9-84ad-84583c177ae2,dl-de-by-1.0,PDF,d
,,,,x,,,,x,,,,,,,,"Datenkompass – Soziales und Gesundheit, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/b45e44ff-322c-480e-b68e-c29f2e870822,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,x,,,"Datenkompass – Wirtschaft, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/cc55cd1b-a057-4021-8935-01edf4ac4c28,dl-de-by-1.0,PDF,d
x,,,,,,,,,,,,,,,,"Demografischer Wandel - Bevölkerungsvorausberechnung, VG-Ebene, Landkreis Neuwied -",http://www.daten.rlp.de/dataset/9f0ca030-5feb-4225-95ea-f83a11a49cba,dl-de-by-1.0,PDF,d
,x,,,,,,,,,,,,,,,"Datenkompass – Erziehung und Bildung, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/04b5a5d4-944e-470f-a20f-f1c617c64d85,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,,,x,"Datenkompass – Bevölkerung und Gebiet, Haushalte und Familien, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/2beec011-3962-4f26-a526-cc5ae763c992,dl-de-by-1.0,PDF,d
,,,,,,x,,,,,,,,,,"Datenkompass – Tourismus, Landkreis Neuwied –",http://www.daten.rlp.de/dataset/e8ae0b52-42e0-47fb-bd32-65046ab084d3,dl-de-by-1.0,PDF,d
