Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,x,,,,,,,,,,,,,,,Bibliographische Verbunddatenbank B3Kat als Linked Open Data,"http://opendata.bayern.de/daten/details,1d177e00-7463-4c3b-a67f-ff6d056188b2.html",CC0-1.0,,d
,,,,,,,,,,x,,,x,,,Bodenuntersuchungen bayerischer Böden 2006 bis 2011,"http://opendata.bayern.de/daten/details,ea8a11b8-bf28-4761-90d7-863074bcdea4.html",other-open,,d
,,,,,,,,,x,,,x,,,,Verwaltungsatlas - Bayer. Staatsministerium des Innern,"http://opendata.bayern.de/daten/details,8593d873-ba79-436c-8963-334fe7f825e0.html",CC-BY 3.0,,d
,,,,,,,,,,,,,x,,,Verwaltungsatlas - Sonstige Institutionen in Bayern,"http://opendata.bayern.de/daten/details,a1f838e1-b961-4991-a11e-9c30b1a3f807.html",CC-BY 3.0,,d
,,,,,,,,,,,,x,,,,Verwaltungsatlas - Verwaltungsgrenzen - Bayern,"http://opendata.bayern.de/daten/details,5450cab2-1956-450d-8f4b-a6a41c2df63e.html",CC-BY 3.0,,d
,,,,,,,,,,,,x,x,,,"Verwaltungsatlas - Bayer. Staatsministerium für Ernährung, Landwirtschaft und Forsten","http://opendata.bayern.de/daten/details,ecef5c60-4d33-48ed-bedb-9562f6d91e1e.html",CC-BY 3.0,,d
x,,,,,,,,x,,,,x,,,,"Verwaltungsatlas - Bayer. Staatsministerium für Arbeit und Sozialordnung, Familie und Frauen","http://opendata.bayern.de/daten/details,cb8244b7-7725-4924-bf5e-c3e5aba115cc.html",CC-BY 3.0,,d
,x,,,,,,,,,,,,,,,Bibliographische Verbunddatenbank B3Kat im MARCXML-Format,"http://opendata.bayern.de/daten/details,254663ed-efdb-436e-965b-ae416303dc2e.html",CC0-1.0,,d
,x,,,,,x,,,,,,x,,,,"Verwaltungsatlas - Bayer. Staatsministerium für Wissenschaft, Forschung und Kunst","http://opendata.bayern.de/daten/details,f72e10a3-74a0-45e9-9fc3-47948fe67f5c.html",CC-BY 3.0,,d
,x,,,,,,,,,,,x,,,,Verwaltungsatlas - Bayer. Staatsministerium für Unterricht und Kultus,"http://opendata.bayern.de/daten/details,658732ae-5bb8-4842-92cb-97dd2a72a41c.html",CC-BY 3.0,,d
