Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,x,,,,,,,,,,,,,,Mürlenbach - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/d1b151a5-92bf-457b-89c9-171bab2062a9,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Salm - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/c7b2d389-a17e-42c4-85db-4d6130fe1020,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Gerolstein - Ebene: Auf der Held,http://www.daten.rlp.de/dataset/ea962e01-f9fd-4e12-a578-6f331940458f,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Mürlenbach - Ebene: Haus Hersbach,http://www.daten.rlp.de/dataset/6b8d7f84-b520-46ee-b4a2-244ff8ae11b0,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Hohenfels-Essingen - Ebene: Hohenfels-Essingen,http://www.daten.rlp.de/dataset/e74a68ed-1bf4-462a-a3eb-846ad49eff6f,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Gerolstein - Ebene: Abrundungssatzung Hinterhausen,http://www.daten.rlp.de/dataset/77a04dce-a2d3-480a-8e6a-24d25069c571,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Densborn - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/f2920ae0-6616-45ae-9fe5-70e301f437f7,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,x,,,,,,,,,,,Berlingen - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/587e0d3d-aa98-4e33-a0ee-b3e76aff7d17,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Birresborn - Ebene: In der Kehrt 1. Änderung,http://www.daten.rlp.de/dataset/b7c6f717-53ae-40ee-9ca8-61e0ac3a3563,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Kopp - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/d4426b50-f3f6-42d6-b63d-221f32543491,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Mürlenbach - Ebene: L 16 - Ortsdurchfahrt Schönecker Straße,http://www.daten.rlp.de/dataset/385cc51d-e2e8-4288-874c-57f00ce9809f,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Gerolstein - Ebene: Seidert und 2. Änderung BPlan Beuert,http://www.daten.rlp.de/dataset/8434977d-9c33-4fed-9497-c198d69ed825,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Pelm - Ebene: Friedhofserweiterung,http://www.daten.rlp.de/dataset/5aa287ef-3673-4493-86a9-4eaa03b40ed6,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Gerolstein - Ebene: Auf dem Beuert Erweiterung,http://www.daten.rlp.de/dataset/c9a0f19d-85a2-45d1-820d-460ce237ee63,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Gerolstein - Ebene: Innenbereichssatzung Gerolstein-Gees,http://www.daten.rlp.de/dataset/69838457-14e4-4722-aca6-66d9c0c950ae,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Birresborn - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/43928d01-9886-4025-9e38-e52076c7d0b4,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Salm - Ebene: Salm,http://www.daten.rlp.de/dataset/434687ea-0dc6-41f2-9fe2-0fb8f92866fe,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,Kalenborn-Scheuern - Ebene: Bebauungspläne,http://www.daten.rlp.de/dataset/bf423e4b-52a6-4df3-afe1-f92527dda3d0,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Berlingen - Ebene: Im Hostert 1. Änderung,http://www.daten.rlp.de/dataset/b2fd5ea8-b8d1-48bb-bbe0-d86d1c26a47d,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
