Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Bingerbrücker Straße (203.0),http://www.daten.rlp.de/dataset/be5f76f2-e50c-49f2-a8d1-8cb82c5c2c85,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne OG Appenheim - Ebene: Im Brühel (11.0),http://www.daten.rlp.de/dataset/abeecc55-9b21-49b9-a6c1-5bb4e68b2298,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne OG Appenheim - Ebene: Am Wethbach (3.0),http://www.daten.rlp.de/dataset/128ba6b2-76bc-4170-aa53-529115913b3e,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Kempten,http://www.daten.rlp.de/dataset/6648ad24-119e-4999-b35f-e3e9364747c6,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Am Sportplatz (804.0),http://www.daten.rlp.de/dataset/7601ae9d-5154-4e88-833d-b32288c32381,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne OG Appenheim - Ebene: Auf den Kellern - 1. Änderung (9.1_2),http://www.daten.rlp.de/dataset/1dad24c4-3156-40b2-8045-4ce56b0b0973,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Schmittstraße (103.0),http://www.daten.rlp.de/dataset/e0d371ef-6921-4e62-9924-6d4e96993b83,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne OG Appenheim - Ebene: Auf den Kellern - 1. Änderung (9.1_1),http://www.daten.rlp.de/dataset/da800452-f91a-4c8d-871f-f1eb44c41bd0,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Ausbau des Dromersheimer Weges (810.0),http://www.daten.rlp.de/dataset/5e21e538-6b6d-4652-a805-b719be6350cc,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,,x,,,,,,,,,,,,,,BPläne Stadt Bingen - Ebene: Kleingartenanlage An den Rheinkribben (202.0),http://www.daten.rlp.de/dataset/15f8702a-88c5-485a-a194-1df426c59c55,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
